,,csv,,,,csv,,https://data.gov.lt/dataset/1952/download/10661/Finansin%C4%97s-ir-investicin%C4%97s-veiklos-pajamos-ir-s%C4%85naudos.csv,,,,,,
,,,,PajamosSanauda,,,eil_nr,,,4,,,,
,,,,,eil_nr,integer,,Eil. Nr.,,4,open,,Eilės numeris,
,,,,,straipsnio_pav,string  ,,Straipsnio pavadinimas,,3,open,,Straipsnio pavadinimas,
,,,,,ataskaitinis_l,number,,Ataskaitinis laikotarpis,,3,open,,Ataskaitinis laikotarpis,
,,,,,praejes_atask_l,number,,Praėjęs ataskaitinis laikotarpis,,3,open,,Praėjęs ataskaitinis laikotarpis,
