,,csv,,,,csv,,https://data.gov.lt/dataset/1950/download/10658/Pinig%C5%B3-sraut%C5%B3-ataskaita%202021-09-30.csv,,,,,,
,,,,PiniguAtaskaita,,,eil_nr,,,4,,,,
,,,,,eil_nr,integer,,Eil. Nr.,,4,open,,Eilės numeris,
,,,,,straipsniai,string  ,,Straipsniai,,3,open,,Straipsniai,
,,,,,ataskaitinis_l,number,,Ataskaitinis laikotarpis,,3,open,,Ataskaitinis laikotarpis,
,,,,,praejes_atask_l,number,,Praėjęs ataskaitinis laikotarpis,,3,open,,Praėjęs ataskaitinis laikotarpis,
