id,dataset,resource,base,model,property,type,ref,source,prepare,level,access,uri,title,description
,datasets/gov/lsd/statistika/statybos_sanaudu_elementu_kainu_indeksai,,,,,,,,,,,,,
,,,,,,prefix,spinta,,,,,https://github.com/atviriduomenys/spinta/issues/,,
,,,,,,,manifest,,,,,https://github.com/atviriduomenys/manifest/issues/,,
,,,,,,,,,,,,,,
,,,,S7R261_M2020423,,,vda_id,,,4,,,Statybos sąnaudų elementų kainų indeksai (2015 m. – 100),"Rinkinyje pateikiami duomenys įvairių laikotarpių statybos sąnaudų elementų kainų indeksą (SSKI). SSKI skaičiavimo tikslas – nustatyti naujos statybos pagrindinių statybos sąnaudų elementų bendrąjį kainų pokytį per mėnesio laikotarpį. SSKI reikalingas įvairiems rodikliams palyginamosiomis kainomis skaičiuoti, ekonomikos raidai analizuoti, statybos infliaciniams procesams vertinti. Skaičiuojami bendrasis SSKI bei atskirų statybos sąnaudų elementų kainų indeksai ir kainų pokyčiai. Pateikta per statinių pagal tipą klasifikatoriaus (CC) dimensiją. Naudojami klasifikatoriai: 1) Statinių pagal tipą klasifikatorius (CC), Statistinio stebėjimo vienetas: Statistinis vienetas pagal veiklos rūšį. Statistinė tiriamoji visuma: Statistiniame tyrime aprėpiamos visų nuosavybės formų veikiančios statybos įmonės, kurių naujos statybos darbų apimtis bendroje savo jėgomis atliktų statybos darbų apimtyje vertine išraiška yra ne mažesnė nei 50 proc. (EVRK 2 red. Sekcija F), ir prekybos įmonės, reprezentuojančios esamą prekybos statybinėmis medžiagomis ir gaminiais įmonių tinklą (EVRK 2 red. Sekcija G). Geografinė aprėptis: Visa šalies ekonominė teritorija. Laiko aprėptis: Nuo 1998 m. sausio mėn. Periodiškumas – mėnesinis."
,,,,,vda_id,,string,,,,4,open,,Valstybės Duomenų Agentūros įrašo identifikatorius,
,,,,,laikotarpis,,string,,,,4,open,,Laikotarpis,
,,,,,laikotarpis_id,,string,,,,4,open,,Laikotarpis: identifikacinis numeris,
,,,,,matavimo_vienetai,,date,D,,,4,open,,Matavimo vienetai,
,,,,,matavimo_vienetai_id,,string,,,,4,open,,Matavimo vienetai: identifikacinis numeris,
,,,,,statiniu_pagal_tipa_klasifikatorius_cc,,string,,,,4,open,,Statinių pagal tipą klasifikatorius (CC),
,,,,,statiniu_pagal_tipa_klasifikatorius_cc_id,,string,,,,4,open,,Statinių pagal tipą klasifikatorius (CC): identifikacinis numeris,
,,,,,verte,,string,,,,4,open,,Skaitinė vertė,
,,,,,atnaujinta,string,,,,4,open,,Paskutinis atnaujinimas,
