,,,,,,,,,12,,,,"Ne giminė",
,,,,,partner,integer,,,,,open,,"Sutuoktinio (-ės) sugyventinio (-ės) asmens numeris",
,,,,,father,integer,,,,,open,,"Tėvo (įtėvio patėvio globėjo) asmens numeris",
,,,,,mother,integer,,,,,open,,"Motinos (įmotės pamotės globėjos) asmens numeris",
,,,,,marital,integer,,,,,open,,"Šeiminė padėtis",
,,,,,,enum,,,1,,,,"Niekada nebuvo vedęs (ištekėjusi)",
,,,,,,,,,2,,,,"Vedęs (ištekėjusi)",
,,,,,,,,,3,,,,"Neregistruota santuoka",
,,,,,,,,,4,,,,"Našlys (-ė)",
,,,,,,,,,5,,,,"Išsituokęs (-usi)",
,,,,,study2,integer,,,,,open,,"Mokymosi įstaiga kurioje mokosi namų ūkio narys",
,,,,,,enum,,,1,,,,"Bendrojo ugdymo mokykla",
,,,,,,,,,2,,,,"Profesinio mokymo įstaiga",
,,,,,,,,,3,,,,"Kolegija ",
,,,,,,,,,4,,,,Universitetas,
,,,,,educat2,integer,,,,,open,,"Namų ūkio nario išsilavinimas",
,,,,,,enum,,,1,,,,"Pradinis, nebaigė pradinės mokyklos",
,,,,,,,,,2,,,,"Pagrindinis, pradinis su profesine kvalifikacija",
,,,,,,,,,3,,,,"Vidurinis su profesine kvalifikacija, vidurinis, pagrindinis su profesine kvalifikacija",
,,,,,,,,,4,,,,"Specialus vidurinis, povidurinis",
,,,,,,,,,5,,,,"Aukštasis, aukštesnysis",
,,,,,act_st,integer,,,,,open,,"Namų ūkio nario ekonominio aktyvumo statusas",
,,,,,,enum,,,1,,,,"Dirbantis asmuo",
,,,,,,,,,2,,,,Bedarbis,
,,,,,,,,,3,,,,"Senatvės ar išankstinės senatvės pensininkas ",
,,,,,,,,,4,,,,"Moksleivis, studentas ",
,,,,,,,,,5,,,,"Darbingo amžiaus namų šeimininkas (-ė), kitas ekonomiškai neaktyvus asmuo",
,,,,,,,,,6,,,,"Dėl negalios nedirbantis asmuo",
,,,,,profes,integer,,,,,open,,"Profesija (pareigos atliekamas darbas) pagrindinėje darbovietėje ar užsiimant individualiąja veikla",
,,,,,,enum,,,"""0""",,,,"Ginkluotųjų pajėgų profesijos",
,,,,,,,,,"""1""",,,,Vadovai,
,,,,,,,,,"""2""",,,,Specialistai,
,,,,,,,,,"""3""",,,,"Technikai ir jaunesnieji specialistai",
,,,,,,,,,"""4""",,,,"Įstaigų tarnautojai",
,,,,,,,,,"""5""",,,,"Paslaugų sektoriaus darbuotojai ir pardavėjai",
,,,,,,,,,"""6""",,,,"Kvalifikuoti žemės, miškų ir žuvininkystės ūkio darbuotojai",
,,,,,,,,,"""7""",,,,"Kvalifikuoti darbininkai ir amatininkai",
,,,,,,,,,"""8""",,,,"Įrenginių ir mašinų operatoriai ir surinkėjai ",
,,,,,,,,,"""9""",,,,"Nekvalifikuoti darbininkai",
,,,,,,,,,"""99""",,,,Nenurodė,
,,,,,work_day,integer,,,,,open,,"Darbo laikas",
,,,,,,enum,,,1,,,,"Visas darbo dienos ar savaitės laikas",
,,,,,,,,,2,,,,"Ne visas darbo dienos ar savaitės laikas",
,,,,,uzimt_st,integer,,,,,open,,"Užimtumo statusas pagrindinėje  darbovieteje",
,,,,,,enum,,,1,,,,"Samdomasis darbuotojas",
,,,,,,,,,2,,,,"Savarankiškai su samdomaisiais darbuotojais dirbantis asmuo",
,,,,,,,,,3,,,,"Savarankiškai be samdomuųjų darbuotojų dirbantis asmuo",
,,,,,,,,,4,,,,"Dirbantis be atlyginimo šeimos versle, asmeniniame žemės ūkyje asmuo",
,,,,,,,,,,,,,,
,,,,Household2016,,,,,,,,,"Namų ūkio duomenys","Namų ūkio dydis, svoris įverčių skaičiavimui, vertinimo sritys (gyvenamoji vietovė, namų ūkio tipas, namų ūkio galvos socialinė-ekonominė grupė, amžius, išsilavinimas ir kt.)"
,,,,,hh_ident,integer,,,,,open,,"Namų ūkio identifikatorius",
,,,,,hh_size,integer,,,,,open,,"Namų ūkio dydis",
,,,,,sv_galut,number,,,,,open,,"Namų ūkio populiacijos svoris",
,,,,,tipas,integer,,,,,open,,"Namų ūkio tipas",
,,,,,,enum,,,1,,,,"Vienas gyvenantis asmuo",
,,,,,,,,,2,,,,"Vienas suaugęs asmuo su vaikais",
,,,,,,,,,3,,,,"Pora be vaikų ",
,,,,,,,,,4,,,,"Pora su vaikais ",
,,,,,,,,,5,,,,"Kiti namų ūkiai su vaikais",
,,,,,,,,,6,,,,"Kiti namų ūkiai be vaikų",
,,,,,tipas2,integer,,,,,open,,"Namų ūkiai su skirtingu vaikų skaičiumi ",
,,,,,,enum,,,1,,,,"Namų ūkiai su 1 vaiku",
,,,,,,,,,2,,,,"Namų ūkiai su 2 vaikais",
,,,,,,,,,3,,,,"Namų ūkiai su 3 ir daugiau vaikų ",
,,,,,,,,,4,,,,"Namų ūkiai be vaikų",
,,,,,soc_ekon,integer,,,,,open,,"Socialinė ir ekonominė grupė kuriai priklauso namų ūkio galva",
,,,,,,enum,,,1,,,,Žemdirbiai,
,,,,,,,,,2,,,,"Samdomieji darbuotojai",
,,,,,,,,,3,,,,"Savarankiškai dirbantys asmenys",
,,,,,,,,,4,,,,Pensininkai,
,,,,,,,,,5,,,,Kiti,
,,,,,incsour_gr,integer,,,,,open,,"Namų ūkio pagrindinis pajamų šaltinis ",
,,,,,,enum,,,1,,,,"Darbo užmokestis",
,,,,,,,,,2,,,,"Pajamos iš savo ar šeimos verslo",
,,,,,,,,,3,,,,"Pajamos iš žemės ūkio veiklos",
,,,,,,,,,4,,,,Pensija,
,,,,,,,,,5,,,,"Pašalpa, stipendija ir kitas pragyvenimo šaltinis",
,,,,,age_gr,integer,,,,,open,,"Namų ūkio galvos amžius ",
,,,,,,enum,,,1,,,,"iki 30 metų",
,,,,,,,,,2,,,,"30–39 metų",
,,,,,,,,,3,,,,"40–49 metų",
,,,,,,,,,4,,,,"50–59 metų",
,,,,,,,,,5,,,,"60 metų ir vyresni",
,,,,,hh_educ2,integer,,,,,open,,"Namų ūkio galvos išsilavinimas ",
,,,,,,enum,,,1,,,,"Pradinis, nebaigė pradinės mokyklos",
,,,,,,,,,2,,,,"Pagrindinis, pradinis su profesine kvalifikacija",
,,,,,,,,,3,,,,"Vidurinis su profesine kvalifikacija, vidurinis, pagrindinis su profesine kvalifikacija",
,,,,,,,,,4,,,,"Specialus vidurinis, povidurinis",
,,,,,,,,,5,,,,"Aukštasis, aukštesnysis",
,,,,,urb_rur,integer,,,,,open,,"Gyvenamoji vietovė",
,,,,,,enum,,,1,,,,Miestas,
,,,,,,,,,2,,,,Kaimas,
,,,,,strata,integer,,,,,open,,"Gyvenamoji vieta",
,,,,,,enum,,,1,,,,"5 didieji miestai",
,,,,,,,,,2,,,,"Kiti miestai",
,,,,,,,,,3,,,,Kaimas,
,,,,,qui_inc,integer,,,,,open,,"Pajamu kvintilinės grupės",
,,,,,,enum,,,1,,,,"1-a pajamų kvintilinė grupė",
,,,,,,,,,2,,,,"2-a pajamų kvintilinė grupė",
,,,,,,,,,3,,,,"3-a pajamų kvintilinė grupė",
,,,,,,,,,4,,,,"4-a pajamų kvintilinė grupė",
,,,,,,,,,5,,,,"5-a pajamų kvintilinė grupė",
,,,,,,,,,,,,,,
,,,,VartIslaid2016,,,,,,,,,"Namų ūkio vartojimo išlaidos (mėnesinės)","Vartojimo išlaidos, sugrupuotos pagal COICOP klasifikatoriaus klases (keturių ženklų lygiu)."
,,,,,hh_ident,integer,,,,,open,,"Namų ūkio ID",
,,,,,ahe00,number,,,,,open,,"Piniginės vartojimo išlaidos.Visos namų ūkio vartojimo išlaidos (mėnesinės)",
,,,,,ahe01,number,,,,,open,,"Piniginės vartojimo išlaidos.Maisto produktai ir nealkoholiniai gėrimai",
,,,,,ahe011,number,,,,,open,,"Piniginės vartojimo išlaidos.Maisto produktai",
,,,,,ahe0111,number,,,,,open,,"Piniginės vartojimo išlaidos.Grūdų produktai ",
,,,,,ahe0112,number,,,,,open,,"Piniginės vartojimo išlaidos.Mėsa ir mėsos produktai",
,,,,,ahe0113,number,,,,,open,,"Piniginės vartojimo išlaidos.Žuvis ",
,,,,,ahe0114,number,,,,,open,,"Piniginės vartojimo išlaidos.Pienas pieno produktai ir kiaušiniai ",
,,,,,ahe0115,number,,,,,open,,"Piniginės vartojimo išlaidos.Aliejus ir riebalai ",
,,,,,ahe0116,number,,,,,open,,"Piniginės vartojimo išlaidos.Vaisiai ir uogos",
,,,,,ahe0117,number,,,,,open,,"Piniginės vartojimo išlaidos.Daržovės ",
,,,,,ahe0118,number,,,,,open,,"Piniginės vartojimo išlaidos.Cukrus uogienė medus šokoladas ir saldumynai ",
,,,,,ahe0119,number,,,,,open,,"Piniginės vartojimo išlaidos.Niekur kitur nepriskirti maisto produktai ",
,,,,,ahe012,number,,,,,open,,"Piniginės vartojimo išlaidos.Nealkoholiniai gėrimai",
,,,,,ahe0121,number,,,,,open,,"Piniginės vartojimo išlaidos.Kava arbata ir kakava ",
,,,,,ahe0122,number,,,,,open,,"Piniginės vartojimo išlaidos.Mineraliniai vandenys gaivieji gėrimai ir sultys ",
,,,,,ahe02,number,,,,,open,,"Piniginės vartojimo išlaidos.Alkoholiniai gėrimai ir tabako gaminiai",
,,,,,ahe021,number,,,,,open,,"Piniginės vartojimo išlaidos.Alkoholiniai gėrimai",
,,,,,ahe0211,number,,,,,open,,"Piniginės vartojimo išlaidos.Spirituoti gėrimai ",
,,,,,ahe0212,number,,,,,open,,"Piniginės vartojimo išlaidos.Vynas",
,,,,,ahe0213,number,,,,,open,,"Piniginės vartojimo išlaidos.Alus ",
,,,,,ahe022,number,,,,,open,,"Piniginės vartojimo išlaidos.Tabakas",
,,,,,ahe0220,number,,,,,open,,"Piniginės vartojimo išlaidos.Tabako gaminiai",
,,,,,ahe023,number,,,,,open,,"Piniginės vartojimo išlaidos.Narkotikai",
,,,,,ahe0230,number,,,,,open,,"Piniginės vartojimo išlaidos.Narkotikai",
,,,,,ahe03,number,,,,,open,,"Piniginės vartojimo išlaidos.Apranga ir avalynė",
,,,,,ahe031,number,,,,,open,,"Piniginės vartojimo išlaidos.Apranga",
,,,,,ahe0311,number,,,,,open,,"Piniginės vartojimo išlaidos.Aprangos medžiagos ",
,,,,,ahe0312,number,,,,,open,,"Piniginės vartojimo išlaidos.Drabužiai ",
,,,,,ahe0313,number,,,,,open,,"Piniginės vartojimo išlaidos.Kiti aprangos gaminiai ir aprangos reikmenys ",
,,,,,ahe0314,number,,,,,open,,"Piniginės vartojimo išlaidos.Aprangos valymas taisymas ir nuoma ",
,,,,,ahe032,number,,,,,open,,"Piniginės vartojimo išlaidos.Avalynė",
,,,,,ahe0321,number,,,,,open,,"Piniginės vartojimo išlaidos.Batai ir kita avalynė ",
,,,,,ahe0322,number,,,,,open,,"Piniginės vartojimo išlaidos.Avalynės taisymas ir nuoma ",
,,,,,ahe04,number,,,,,open,,"Piniginės vartojimo išlaidos.Būstas vanduo elektra dujos ir kitas kuras",
,,,,,ahe041,number,,,,,open,,"Piniginės vartojimo išlaidos.Būsto nuomos mokesčiai",
,,,,,ahe0411,number,,,,,open,,"Piniginės vartojimo išlaidos.Nuomininkų mokami nuomos mokesčiai ",
,,,,,ahe0412,number,,,,,open,,"Piniginės vartojimo išlaidos.Kiti nuomos mokesčiai ",
,,,,,ahe043,number,,,,,open,,"Piniginės vartojimo išlaidos.Būsto priežiūra ir remontas",
,,,,,ahe0431,number,,,,,open,,"Piniginės vartojimo išlaidos.Gaminiai ir medžiagos būsto priežiūrai ir remontui ",
,,,,,ahe0432,number,,,,,open,,"Piniginės vartojimo išlaidos.Būsto priežiūros ir remonto paslaugos ",
,,,,,ahe044,number,,,,,open,,"Piniginės vartojimo išlaidos.Vandentieka ir kitos įvairios su būstu susijusios paslaugos",
,,,,,ahe0441,number,,,,,open,,"Piniginės vartojimo išlaidos.Vandentieka ",
,,,,,ahe0442,number,,,,,open,,"Piniginės vartojimo išlaidos.Atliekų rinkimas ",
,,,,,ahe0444,number,,,,,open,,"Piniginės vartojimo išlaidos.Kitos niekur kitur nepriskirtos su būstu susijusios paslaugos ",
,,,,,ahe045,number,,,,,open,,"Piniginės vartojimo išlaidos.Elektra dujos ir kitas kuras",
,,,,,ahe0451,number,,,,,open,,"Piniginės vartojimo išlaidos.Elektra ",
,,,,,ahe0452,number,,,,,open,,"Piniginės vartojimo išlaidos.Dujos ",
,,,,,ahe0453,number,,,,,open,,"Piniginės vartojimo išlaidos.Skystasis kuras ",
,,,,,ahe0454,number,,,,,open,,"Piniginės vartojimo išlaidos.Kietasis kuras ",
,,,,,ahe0455,number,,,,,open,,"Piniginės vartojimo išlaidos.Šiluminė energija ",
,,,,,ahe05,number,,,,,open,,"Piniginės vartojimo išlaidos.Būsto apstatymas namų apyvokos įranga ir kasdienė namų priežiūra",
,,,,,ahe051,number,,,,,open,,"Piniginės vartojimo išlaidos.Baldai ir apstatymas grindų dangos",
,,,,,ahe0511,number,,,,,open,,"Piniginės vartojimo išlaidos.Baldai ir būsto apstatymo reikmenys ",
,,,,,ahe0512,number,,,,,open,,"Piniginės vartojimo išlaidos.Kilimai ir kitos grindų dangos ",
,,,,,ahe0513,number,,,,,open,,"Piniginės vartojimo išlaidos.Baldų būsto apstatymo reikmenų ir grindų dangų remontas ",
,,,,,ahe052,number,,,,,open,,"Piniginės vartojimo išlaidos.Namų ūkio tekstilė",
,,,,,ahe0520,number,,,,,open,,"Piniginės vartojimo išlaidos.Namų ūkio tekstilė ",
,,,,,ahe053,number,,,,,open,,"Piniginės vartojimo išlaidos.Namų apyvokos prietaisai",
,,,,,ahe0531,number,,,,,open,,"Piniginės vartojimo išlaidos.Elektriniai ir neelektriniai pagrindiniai namų apyvokos prietaisai ",
,,,,,ahe0532,number,,,,,open,,"Piniginės vartojimo išlaidos.Smulkūs elektriniai namų apyvokos prietaisai ",
,,,,,ahe0533,number,,,,,open,,"Piniginės vartojimo išlaidos.Namų apyvokos prietaisų taisymas ",
,,,,,ahe054,number,,,,,open,,"Piniginės vartojimo išlaidos.Stiklo dirbiniai stalo reikmenys ir namų rakandai",
,,,,,ahe0540,number,,,,,open,,"Piniginės vartojimo išlaidos.Stiklo dirbiniai stalo reikmenys ir namų rakandai ",
,,,,,ahe055,number,,,,,open,,"Piniginės vartojimo išlaidos.Namų ir sodininkystės įrankiai bei įranga",
,,,,,ahe0551,number,,,,,open,,"Piniginės vartojimo išlaidos.Pagrindiniai buitiniai įrankiai ir įranga ",
,,,,,ahe0552,number,,,,,open,,"Piniginės vartojimo išlaidos.Smulkūs įrankiai ir įvairūs pagalbiniai reikmenys ",
,,,,,ahe056,number,,,,,open,,"Piniginės vartojimo išlaidos.Neilgalaikio naudojimo namų apyvokos prekės",
,,,,,ahe0561,number,,,,,open,,"Piniginės vartojimo išlaidos.Trumpalaikio naudojimo namų apyvokos prekės ",
,,,,,ahe0562,number,,,,,open,,"Piniginės vartojimo išlaidos.Namų priežiūros paslaugos ",
,,,,,ahe06,number,,,,,open,,"Piniginės vartojimo išlaidos.Sveikatos priežiūra",
,,,,,ahe061,number,,,,,open,,"Piniginės vartojimo išlaidos.Medicinos produktai reikmenys ir įranga",
,,,,,ahe0611,number,,,,,open,,"Piniginės vartojimo išlaidos.Farmacijos gaminiai ",
,,,,,ahe0612,number,,,,,open,,"Piniginės vartojimo išlaidos.Kiti medicinos gaminiai ",
,,,,,ahe0613,number,,,,,open,,"Piniginės vartojimo išlaidos.Terapiniai aparatai ir įranga ",
,,,,,ahe062,number,,,,,open,,"Piniginės vartojimo išlaidos.Ambulatorinės paslaugos",
,,,,,ahe0621,number,,,,,open,,"Piniginės vartojimo išlaidos.Gydytojų paslaugos ",
,,,,,ahe0622,number,,,,,open,,"Piniginės vartojimo išlaidos.Odontologijos paslaugos ",
,,,,,ahe0623,number,,,,,open,,"Piniginės vartojimo išlaidos.Kitos medicinos paslaugos",
,,,,,ahe063,number,,,,,open,,"Piniginės vartojimo išlaidos.Ligoninių paslaugos",
,,,,,ahe0630,number,,,,,open,,"Piniginės vartojimo išlaidos.Ligoninių paslaugos",
,,,,,ahe07,number,,,,,open,,"Piniginės vartojimo išlaidos.Transportas",
,,,,,ahe071,number,,,,,open,,"Piniginės vartojimo išlaidos.Transporto priemonių pirkimas",
,,,,,ahe0711,number,,,,,open,,"Piniginės vartojimo išlaidos.Automobiliai ",
,,,,,ahe0712,number,,,,,open,,"Piniginės vartojimo išlaidos.Motociklai ",
,,,,,ahe0713,number,,,,,open,,"Piniginės vartojimo išlaidos.Dviračiai ",
,,,,,ahe072,number,,,,,open,,"Piniginės vartojimo išlaidos.Asmeninių transporto priemonių eksploatacija",
,,,,,ahe0721,number,,,,,open,,"Piniginės vartojimo išlaidos.Atsarginės dalys ir aksesuarai ",
,,,,,ahe0722,number,,,,,open,,"Piniginės vartojimo išlaidos.Degalai ir tepalai ",
,,,,,ahe0723,number,,,,,open,,"Piniginės vartojimo išlaidos.Priežiūra ir taisymas ",
,,,,,ahe0724,number,,,,,open,,"Piniginės vartojimo išlaidos.Kitos paslaugos susijusios su asmeninio transporto priemonėmis ",
,,,,,ahe073,number,,,,,open,,"Piniginės vartojimo išlaidos.Transporto paslaugos",
,,,,,ahe0731,number,,,,,open,,"Piniginės vartojimo išlaidos.Keleivių vežimas geležinkeliu ",
,,,,,ahe0732,number,,,,,open,,"Piniginės vartojimo išlaidos.Keleivių vežimas keliais ",
,,,,,ahe0733,number,,,,,open,,"Piniginės vartojimo išlaidos.Keleivių vežimas oru ",
,,,,,ahe0734,number,,,,,open,,"Piniginės vartojimo išlaidos.Keleivių vežimas jūrų ir vidaus vandenimis ",
,,,,,ahe0736,number,,,,,open,,"Piniginės vartojimo išlaidos.Kitos transporto paslaugos ",
,,,,,ahe08,number,,,,,open,,"Piniginės vartojimo išlaidos.Ryšiai",
,,,,,ahe081,number,,,,,open,,"Piniginės vartojimo išlaidos.Pašto paslaugos",
,,,,,ahe0810,number,,,,,open,,"Piniginės vartojimo išlaidos.Pašto paslaugos ",
,,,,,ahe082,number,,,,,open,,"Piniginės vartojimo išlaidos.Telefonų ir telefaksų įranga",
,,,,,ahe0820,number,,,,,open,,"Piniginės vartojimo išlaidos.Telefonų ir telefaksų įranga ",
,,,,,ahe083,number,,,,,open,,"Piniginės vartojimo išlaidos.Telefono ir telefakso paslaugos",
,,,,,ahe0830,number,,,,,open,,"Piniginės vartojimo išlaidos.Telefono ir telefakso paslaugos ",
,,,,,ahe09,number,,,,,open,,"Piniginės vartojimo išlaidos.Laisvalaikis ir kultūra",
,,,,,ahe091,number,,,,,open,,"Piniginės vartojimo išlaidos.Audiovizualiniai fotografavimo ir duomenų apdorojimo įrenginiai",
,,,,,ahe0911,number,,,,,open,,"Piniginės vartojimo išlaidos.Garso ir vaizdo priėmimo įrašymo ir atkūrimo įrenginiai ",
,,,,,ahe0912,number,,,,,open,,"Piniginės vartojimo išlaidos.Fotografavimo ir filmavimo įrenginiai ir optiniai prietaisai ",
,,,,,ahe0913,number,,,,,open,,"Piniginės vartojimo išlaidos.Duomenų apdorojimo įranga ",
,,,,,ahe0914,number,,,,,open,,"Piniginės vartojimo išlaidos.Įrašų laikmenos ",
,,,,,ahe0915,number,,,,,open,,"Piniginės vartojimo išlaidos.Audiovizualinių fotografavimo ir duomenų apdorojimo įrenginių taisymas ",
,,,,,ahe092,number,,,,,open,,"Piniginės vartojimo išlaidos.Kiti ilgalaikio naudojimo reikmenys skirti laisvalaikiui ir kultūrai",
,,,,,ahe0921,number,,,,,open,,"Piniginės vartojimo išlaidos.Pagrindiniai laivalaikiui lauke skirti ilgalaikio naudojimo reikmenys ",
,,,,,ahe0922,number,,,,,open,,"Piniginės vartojimo išlaidos.Muzikos instrumentai ir pagrindiniai ilgalaikio naudojimo reikmenys skirti laisvalaikiui patalpose ",
,,,,,ahe0923,number,,,,,open,,"Piniginės vartojimo išlaidos.Kitų laisvalaikiui ir kultūrai skirtų pagrindinių ilgalaikio naudojimo reikmenų techninė priežiūra ir remontas ",
,,,,,ahe093,number,,,,,open,,"Piniginės vartojimo išlaidos.Kiti laisvalaikio reikmenys ir įrenginiai sodininkystės prekės naminiai gyvūnėliai ir jų priežiūros prekės",
,,,,,ahe0931,number,,,,,open,,"Piniginės vartojimo išlaidos.Žaidimai  žaislai ir kolekcionavimo reikmenys ",
,,,,,ahe0932,number,,,,,open,,"Piniginės vartojimo išlaidos.Įrenginiai sportui stovyklavimui ir laisvalaikiui lauke ",
,,,,,ahe0933,number,,,,,open,,"Piniginės vartojimo išlaidos.Gėlės kiti dekoratiniai augalai ",
,,,,,ahe0934,number,,,,,open,,"Piniginės vartojimo išlaidos.Naminiai gyvūnėliai ir su jais susiję gaminiai ",
,,,,,ahe0935,number,,,,,open,,"Piniginės vartojimo išlaidos.Veterinarijos ir kitokios paslaugos susijusios su naminiais gyvūnėliais  ",
,,,,,ahe094,number,,,,,open,,"Piniginės vartojimo išlaidos.Laisvalaikio ir kultūros paslaugos",
,,,,,ahe0941,number,,,,,open,,"Piniginės vartojimo išlaidos.Laisvalaikio ir sporto paslaugos ",
,,,,,ahe0942,number,,,,,open,,"Piniginės vartojimo išlaidos.Kultūros paslaugos ",
,,,,,ahe0943,number,,,,,open,,"Piniginės vartojimo išlaidos.Azartiniai lošimai ",
,,,,,ahe095,number,,,,,open,,"Piniginės vartojimo išlaidos.Laikraščiai knygos ir raštinės reikmenys",
,,,,,ahe0951,number,,,,,open,,"Piniginės vartojimo išlaidos.Knygos ",
,,,,,ahe0952,number,,,,,open,,"Piniginės vartojimo išlaidos.Laikraščiai ir periodiniai leidiniai ",
,,,,,ahe0953,number,,,,,open,,"Piniginės vartojimo išlaidos.Įvairūs spaudiniai ",
,,,,,ahe0954,number,,,,,open,,"Piniginės vartojimo išlaidos.Raštinės reikmenys ir piešimo medžiagos ",
,,,,,ahe096,number,,,,,open,,"Piniginės vartojimo išlaidos.Atostogų išvykos",
,,,,,ahe0960,number,,,,,open,,"Piniginės vartojimo išlaidos.Atostogų išvykos",
,,,,,ahe10,number,,,,,open,,"Piniginės vartojimo išlaidos.Švietimas",
,,,,,ahe101,number,,,,,open,,"Piniginės vartojimo išlaidos.Ikimokyklinis ir pradinis mokymas",
,,,,,ahe1010,number,,,,,open,,"Piniginės vartojimo išlaidos.Ikimokyklinis ir pradinis mokymas ",
,,,,,ahe102,number,,,,,open,,"Piniginės vartojimo išlaidos.Vidurinis mokymas",
,,,,,ahe1020,number,,,,,open,,"Piniginės vartojimo išlaidos.Vidurinis mokymas ",
,,,,,ahe103,number,,,,,open,,"Piniginės vartojimo išlaidos.Aukštojo mokslo laipsnio nesuteikiantis mokymas baigus vidurinį mokymą",
,,,,,ahe1030,number,,,,,open,,"Piniginės vartojimo išlaidos.Aukštojo mokslo laipsnio nesuteikiantis mokymas baigus vidurinį mokymą",
,,,,,ahe104,number,,,,,open,,"Piniginės vartojimo išlaidos.Aukštasis mokymas",
,,,,,ahe1040,number,,,,,open,,"Piniginės vartojimo išlaidos.Aukštasis mokslas ",
,,,,,ahe105,number,,,,,open,,"Piniginės vartojimo išlaidos.Švietimo paslaugos neskaidomos pagal lygmenis",
,,,,,ahe1050,number,,,,,open,,"Piniginės vartojimo išlaidos.Švietimo paslaugos neskaidomos pagal lygmenis ",
,,,,,ahe11,number,,,,,open,,"Piniginės vartojimo išlaidos.Restoranai ir viešbučiai",
,,,,,ahe111,number,,,,,open,,"Piniginės vartojimo išlaidos.Maitinimo paslaugos",
,,,,,ahe1111,number,,,,,open,,"Piniginės vartojimo išlaidos.Restoranai kavinės ir kita ",
,,,,,ahe1112,number,,,,,open,,"Piniginės vartojimo išlaidos.Valgyklos ",
,,,,,ahe112,number,,,,,open,,"Piniginės vartojimo išlaidos.Apgyvendinimo paslaugos ",
,,,,,ahe1120,number,,,,,open,,"Piniginės vartojimo išlaidos.Apgyvendinimo paslaugos ",
,,,,,ahe12,number,,,,,open,,"Piniginės vartojimo išlaidos.Įvairios prekės ir paslaugos",
,,,,,ahe121,number,,,,,open,,"Piniginės vartojimo išlaidos.Asmeninė priežiūra",
,,,,,ahe1211,number,,,,,open,,"Piniginės vartojimo išlaidos.Moterų ir vyrų kirpyklos ir asmens priežiūros įstaigos ",
,,,,,ahe1212,number,,,,,open,,"Piniginės vartojimo išlaidos.Elektriniai asmens priežiūros prietaisai ",
