,datasets/gov/rc/ar/erdvvietpasikeitimai,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,ErdvVietPasikeitimai,,,,,,,,,Gyvenamųjų vietovių erdvinių duomenų pasikeitimų sąrašas per mėnesį,
,,,,,sav_kodas,integer,,SAV_KODAS,,3,open,,"Savivaldybės, kuriai priklauso gyvenamoji vietovė, identifikacinis kodas",
,,,,,sen_kodas,integer,,SEN_KODAS,,3,open,,"Seniūnijos, kuriai priklauso gyvenamoji vietovė, identifikacinis kodas",
,,,,,gyv_kodas,integer,,GYV_KODAS,,3,open,,Gyvenamosios vietovės identifikacinis kodas ,
,,,,,gyv_p_data,date,,GYV_P_DATA,,3,open,,Pasikeitimo data,
,,,,,gyv_vietoves_n,number,,GYV_VIETOVES_N,,3,open,,"Ribų, pakeistų pagal LRV nutarimą, skaičius",
,,,,,gyv_vietoves_p,number,,GYV_VIETOVES_P,,3,open,,"Ribų, kurių plotas palyginus su praeitu mėnesiu pasikeitė > 1000 , skaičius",
